id,sku,name_en,name_ar,category,price,stock_quantity,description_en,description_ar,image_url,barcode,expiry_date,is_active
1472,MED-01472,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,17,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622163746136.0,2026-03-07,1.0
1473,COS-01473,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,137,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622363184665.0,2026-06-18,1.0
1474,SUP-01474,Centrum Men,سنتروم رجال,Supplements,420.0,172,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622320264073.0,2026-07-16,1.0
1475,MED-01475,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,93,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622266323015.0,2027-04-19,1.0
1476,MED-01476,Panadol Extra,بانادول إكسترا,Medicine,45.0,27,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622529627156.0,2026-06-26,1.0
1477,MED-01477,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,170,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622660472780.0,2026-09-07,1.0
1478,COS-01478,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,55,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622129938484.0,2026-04-03,1.0
1479,SUP-01479,Centrum Men,سنتروم رجال,Supplements,420.0,76,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622572004182.0,2026-05-30,1.0
1480,MED-01480,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,132,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622105266683.0,2026-06-01,1.0
1481,MED-01481,Panadol Extra,بانادول إكسترا,Medicine,45.0,75,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622671422545.0,2026-02-06,1.0
1482,MED-01482,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,159,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62239036732.0,2027-08-29,1.0
1483,COS-01483,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,158,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622568817344.0,2027-06-10,1.0
1484,SUP-01484,Centrum Men,سنتروم رجال,Supplements,420.0,69,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622881892978.0,2027-05-05,1.0
1485,MED-01485,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,4,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622480832906.0,2026-07-04,1.0
1486,MED-01486,Panadol Extra,بانادول إكسترا,Medicine,45.0,184,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622640815976.0,2026-07-01,1.0
1487,MED-01487,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,141,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622116928088.0,2026-06-23,1.0
1488,COS-01488,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,30,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622867960774.0,2027-02-25,1.0
1489,SUP-01489,Centrum Men,سنتروم رجال,Supplements,420.0,52,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,62235292854.0,2027-01-19,1.0
1490,MED-01490,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,94,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622671464952.0,2026-12-06,1.0
1491,MED-01491,Panadol Extra,بانادول إكسترا,Medicine,45.0,167,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622152057106.0,2027-02-18,1.0
1492,MED-01492,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,103,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622646360962.0,2025-12-02,1.0
1493,COS-01493,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,174,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622715411474.0,2025-12-05,1.0
1494,SUP-01494,Centrum Men,سنتروم رجال,Supplements,420.0,128,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,62259135399.0,2026-03-26,1.0
1495,MED-01495,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,85,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622533825731.0,2026-03-05,1.0
1496,MED-01496,Panadol Extra,بانادول إكسترا,Medicine,45.0,126,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622739772228.0,2025-12-04,1.0
1497,MED-01497,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,78,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622417549495.0,2026-08-30,1.0
1498,COS-01498,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,55,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622571789827.0,2026-01-28,1.0
1499,SUP-01499,Centrum Men,سنتروم رجال,Supplements,420.0,156,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622456853111.0,2026-04-12,1.0
1500,MED-01500,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,170,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62216738643.0,2026-05-10,1.0
1501,MED-01501,Panadol Extra,بانادول إكسترا,Medicine,45.0,157,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622409701180.0,2027-07-30,1.0
1502,MED-01502,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,120,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62277803178.0,2026-03-21,1.0
1503,COS-01503,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,106,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622823530249.0,2026-02-18,1.0
1504,SUP-01504,Centrum Men,سنتروم رجال,Supplements,420.0,53,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622143445432.0,2027-10-13,1.0
1505,MED-01505,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,45,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622386877974.0,2026-05-02,1.0
1506,MED-01506,Panadol Extra,بانادول إكسترا,Medicine,45.0,147,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622140729502.0,2027-06-18,1.0
1507,MED-01507,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,64,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622527436984.0,2027-07-23,1.0
1508,COS-01508,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,143,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622503939500.0,2026-11-08,1.0
1509,SUP-01509,Centrum Men,سنتروم رجال,Supplements,420.0,97,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622994133469.0,2027-09-05,1.0
1510,MED-01510,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,137,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622438606279.0,2026-01-26,1.0
1511,MED-01511,Panadol Extra,بانادول إكسترا,Medicine,45.0,170,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622544669065.0,2025-12-02,1.0
1512,MED-01512,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,190,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622231695508.0,2026-04-23,1.0
1513,COS-01513,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,22,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622243513118.0,2027-04-18,1.0
1514,SUP-01514,Centrum Men,سنتروم رجال,Supplements,420.0,90,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622258342805.0,2027-09-01,1.0
1515,MED-01515,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,24,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622444870657.0,2026-09-26,1.0
1516,MED-01516,Panadol Extra,بانادول إكسترا,Medicine,45.0,140,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62241617135.0,2027-06-25,1.0
1517,MED-01517,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,10,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622445967639.0,2026-06-26,1.0
1518,COS-01518,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,87,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622746568752.0,2027-02-25,1.0
1519,SUP-01519,Centrum Men,سنتروم رجال,Supplements,420.0,27,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622116569378.0,2027-10-22,1.0
1520,MED-01520,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,138,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622475688366.0,2026-07-03,1.0
1521,MED-01521,Panadol Extra,بانادول إكسترا,Medicine,45.0,15,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622870512188.0,2027-07-18,1.0
1522,MED-01522,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,126,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622336137669.0,2027-05-29,1.0
1523,COS-01523,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,193,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622963504048.0,2027-03-30,1.0
1524,SUP-01524,Centrum Men,سنتروم رجال,Supplements,420.0,92,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622180743093.0,2026-12-26,1.0
1525,MED-01525,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,110,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622898160802.0,2026-10-12,1.0
1526,MED-01526,Panadol Extra,بانادول إكسترا,Medicine,45.0,196,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622193037715.0,2027-02-26,1.0
1527,MED-01527,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,48,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622144732204.0,2026-01-22,1.0
1528,COS-01528,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,197,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622262783249.0,2027-09-04,1.0
1529,SUP-01529,Centrum Men,سنتروم رجال,Supplements,420.0,120,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622134511038.0,2027-04-04,1.0
1530,MED-01530,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,133,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622285763418.0,2026-01-25,1.0
1531,MED-01531,Panadol Extra,بانادول إكسترا,Medicine,45.0,44,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62296651460.0,2027-11-06,1.0
1532,MED-01532,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,85,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622455031499.0,2026-08-07,1.0
1533,COS-01533,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,158,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622128138266.0,2027-11-12,1.0
1534,SUP-01534,Centrum Men,سنتروم رجال,Supplements,420.0,180,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622588290637.0,2026-07-28,1.0
1535,MED-01535,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,133,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622653591913.0,2026-04-30,1.0
1536,MED-01536,Panadol Extra,بانادول إكسترا,Medicine,45.0,114,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622943987054.0,2027-01-20,1.0
1537,MED-01537,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,181,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622226091539.0,2026-03-06,1.0
1538,COS-01538,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,7,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622803381785.0,2027-05-03,1.0
1539,SUP-01539,Centrum Men,سنتروم رجال,Supplements,420.0,84,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622546587628.0,2027-04-26,1.0
1540,MED-01540,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,152,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622808401042.0,2026-10-23,1.0
1541,MED-01541,Panadol Extra,بانادول إكسترا,Medicine,45.0,91,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622427602938.0,2027-06-13,1.0
1542,MED-01542,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,39,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622830072656.0,2026-04-27,1.0
1543,COS-01543,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,0,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,62291689721.0,2027-05-20,1.0
1544,SUP-01544,Centrum Men,سنتروم رجال,Supplements,420.0,64,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622619445496.0,2027-06-01,1.0
1545,MED-01545,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,184,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62230144710.0,2026-05-03,1.0
1546,MED-01546,Panadol Extra,بانادول إكسترا,Medicine,45.0,130,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622795778075.0,2026-09-21,1.0
1547,MED-01547,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,26,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622997188057.0,2025-11-26,1.0
1548,COS-01548,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,164,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622226663936.0,2026-11-18,1.0
1549,SUP-01549,Centrum Men,سنتروم رجال,Supplements,420.0,4,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622539317958.0,2026-07-12,1.0
1550,MED-01550,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,122,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622365580864.0,2026-08-21,1.0
1551,MED-01551,Panadol Extra,بانادول إكسترا,Medicine,45.0,29,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622383596551.0,2026-05-30,1.0
1552,MED-01552,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,142,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622486251418.0,2027-08-21,1.0
1553,COS-01553,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,157,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622391286306.0,2027-10-06,1.0
1554,SUP-01554,Centrum Men,سنتروم رجال,Supplements,420.0,94,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622593277692.0,2027-01-09,1.0
1555,MED-01555,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,152,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622939839438.0,2026-04-05,1.0
1556,MED-01556,Panadol Extra,بانادول إكسترا,Medicine,45.0,43,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622429203207.0,2027-01-08,1.0
1557,MED-01557,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,57,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622800464282.0,2027-10-22,1.0
1558,COS-01558,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,56,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622881778044.0,2026-09-15,1.0
1559,SUP-01559,Centrum Men,سنتروم رجال,Supplements,420.0,6,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622116928630.0,2026-01-03,1.0
1560,MED-01560,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,156,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622713504248.0,2026-06-15,1.0
1561,MED-01561,Panadol Extra,بانادول إكسترا,Medicine,45.0,4,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622931965545.0,2027-01-17,1.0
1562,MED-01562,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,11,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622884565290.0,2026-12-03,1.0
1563,COS-01563,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,58,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622709694800.0,2026-09-20,1.0
1564,SUP-01564,Centrum Men,سنتروم رجال,Supplements,420.0,129,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622779625659.0,2026-04-26,1.0
1565,MED-01565,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,198,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622912626043.0,2027-02-28,1.0
1566,MED-01566,Panadol Extra,بانادول إكسترا,Medicine,45.0,176,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622242131529.0,2026-01-29,1.0
1567,MED-01567,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,48,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622410445010.0,2027-03-28,1.0
1568,COS-01568,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,196,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622810529422.0,2026-03-22,1.0
1569,SUP-01569,Centrum Men,سنتروم رجال,Supplements,420.0,16,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622531168189.0,2027-01-09,1.0
1570,MED-01570,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,22,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622861323394.0,2027-05-30,1.0
1571,MED-01571,Panadol Extra,بانادول إكسترا,Medicine,45.0,165,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622999652258.0,2027-04-25,1.0
1572,MED-01572,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,97,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622332557275.0,2026-09-15,1.0
1573,COS-01573,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,42,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622736024246.0,2027-04-17,1.0
1574,SUP-01574,Centrum Men,سنتروم رجال,Supplements,420.0,44,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622816581053.0,2026-12-25,1.0
1575,MED-01575,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,8,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62245499389.0,2027-07-16,1.0
1576,MED-01576,Panadol Extra,بانادول إكسترا,Medicine,45.0,87,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622403120739.0,2027-07-31,1.0
1577,MED-01577,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,100,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622182209427.0,2026-12-07,1.0
1578,COS-01578,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,170,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622110991030.0,2026-12-21,1.0
1579,SUP-01579,Centrum Men,سنتروم رجال,Supplements,420.0,12,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622514348748.0,2027-10-24,1.0
1580,MED-01580,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,70,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622144861523.0,2027-10-05,1.0
1581,MED-01581,Panadol Extra,بانادول إكسترا,Medicine,45.0,49,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622803496493.0,2027-05-23,1.0
1582,MED-01582,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,95,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622765045342.0,2026-11-02,1.0
1583,COS-01583,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,191,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622735938109.0,2027-06-26,1.0
1584,SUP-01584,Centrum Men,سنتروم رجال,Supplements,420.0,150,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622892878163.0,2027-09-21,1.0
1585,MED-01585,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,194,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622702199534.0,2027-10-14,1.0
1586,MED-01586,Panadol Extra,بانادول إكسترا,Medicine,45.0,91,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622641349331.0,2026-12-19,1.0
1587,MED-01587,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,11,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622957665974.0,2027-06-28,1.0
1588,COS-01588,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,60,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622394865738.0,2025-12-24,1.0
1589,SUP-01589,Centrum Men,سنتروم رجال,Supplements,420.0,19,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622701494411.0,2025-12-30,1.0
1590,MED-01590,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,104,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622882343103.0,2027-07-10,1.0
1591,MED-01591,Panadol Extra,بانادول إكسترا,Medicine,45.0,138,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622315651797.0,2026-08-31,1.0
1592,MED-01592,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,171,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622265940187.0,2026-01-20,1.0
1593,COS-01593,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,141,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622935987628.0,2026-03-12,1.0
1594,SUP-01594,Centrum Men,سنتروم رجال,Supplements,420.0,191,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622120949959.0,2026-11-10,1.0
1595,MED-01595,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,133,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622225833408.0,2027-08-15,1.0
